content,polarity
@VIDEO : Con este Gol  @GarethBale11  le da el título al  @RealMadrid  http://t.co/JRXeXrMQ4J,NEU
Lo mejor que tiene el  madrid  es  Iker casillas !!!! que buen detalle con su compañero  Jesé !,P
Campeones de la  copa del rey ? ? ? ?  HALAMADRID !!!!!,P
los  jugadores  del  barça  esperando en el cesped a que den la copa al  madrid  eso es señorio,P
Casillas  por dios levanta la copa en su puta cara.,P
"@MelCant1 Te recuerdo que no juega ni  Pique  ni  Puyol  ni  Valdes , si no, no ganáis, lo sabes.",P
"El  Barça  se quedo sin  Copa ,  champions , ni  liga  JAJAJA",N
"@PilarNoti7 saludos Pilar y a todos los  madridistas , la racha del  barca  se acabo.  HALA  MADRID ....",P
"Que  buen partido  del Gales...Crack, genio ese es  Gareth Bale !! Pagando lo que vale en la cancha!",P
La actitud de  messi  ejemplar eh! La de  alves  otro rollo ya! Ambos han sudado del equipo lo que no esta escrito jajaja,P
El  madrid  campeon... pero  pinto  ha sido el  MVP  de la  copa  ! :),P
Entre  Casillas  y su ángel forman el mejor  portero  del mundo. Eso es así.!!!!,P
Viendo el primer título del  Madrid !  @halamadrid  se acabo la moda! Se acaboooo... Como no te voy a… http://t.co/aRkevoamsV,P
Definicion grafica de  bale  y  baltra  corriendo por la banda:   ???    ?,NEU
"Al  Barça  le toca empezar de cero, como hizo  Guardiola  en la era post- Rijkaard , y antaño  Rijkaard  en la era post- Cruyff .",NEU
Con dolor . Felicidades para el   real Madrid,N
Par de huevos necesita cada  jugador  del  Barça,N
Y  Bale  se la ha metido a todos sus  baterías  hasta el esófago. Las herejías dan super velocidad.,P
Da pena ver a  Bale  arrastrándose en el campo por su evidente hernia discal...,N
Tata Martino  se busca  técnico  en el parrillas One anda deja tu currículum,N
"@RealHastaElFinal  ¡¡Campeones de la  @CopaDelRey , no creo que haya nada más que decir!! ??????",P
Real madrid  campeones de la  copa del rey,P
Que grande eres  casillas .,P
@HalaMadrid  somos grandes:)),P
Quien decia que  bale  no aparecía en  partidos importantes ?? Ahii teneis putos  farcelonistas !! HALA  MADRID,NEU
Bale  es el rey de la  Copa . Así titula  As,P
Tres  partidos  consecutivos del  Barcelona  perdiendo... Desde cuando no pasa,NEU
"El  Barcelona  va a necesitar fichar  defensas  en verano. Les falta solidez atras. El  partido  ha tenido emoción, pero no juego.",N
Barsan  fin de cicluakin disfrutatzen. Grande  neymar  #respetec,N
¿Pero porqué  Pinto  tiene esa cara de retrasado?,N
Bale  se ha sacado la polla en su gol,P
El primer accesorio es una cuerdecilla como la del mando de la Wii pa  Sergio Ramos .,N
Bale  fue por unas jucas antes que comenzara la ley seca @lapotrahn,P
Viendo el  partido  con @PoxBro y @molinero98 . HALA  MADRID ! http://t.co/xuvdu3Uqaf,NEU
""" Messi : """"Y los penales, dónde están los penales?""",N
Real Madrid  campeones de la  copa del Rey  good job  madrid @realmadrid … http://t.co/ZW8eIEN5bN,P
"Messi  me ha dado tanto que nunca le voy a reprochar nada, pero solo hay una forma de saber si se reserva, ver como rinde en el  Mundial ...",P
"Sin nuestra mejor versión, Sin nuestro mejor  jugador ... Pero el  @Madrid  es tan grande q aun así le basta para ser Campeón d la  copa del rey !",N
Creo que  Bale ...esta un poco lento,N
Este año el  barca  se va en blanco jajjajaja  @FinalCopaDelRey,N
"El mejor del  barça   Xavi  !! El mas fresco en el campo y todo el juego paso x el hoy ,y que bueno es  Carvajal  a pesar de su edad CRACK",NEU
"Saluditos a  neymar  y  messi , en su cara perros sobreralorados!!!",N
El  Barcelona  acostumbrado a mirar siempre abajo ahora mira hacia arriba soy sincero el ciclo del  Barcelona  ya se acabó no hay más  halamadrid,N
"O sea que  Messi  escupe en el himno, no da la mano a  Wert ... #valors",N
"Que a  ramos  se le caiga la copa otra vez, por favor ¡DIOS ESCUCHAME!",N
Si es que si no juega  Messi ...,N
no se dan cuenta que  messi  se esta reservando para el  mundial  ?,P
"Que grande  @SergioRamos , a ver si da unos buenos capotazos para celebrarlo en honor a  Raúl .",P
"Que grandes!!! Que grande  Ramos ,  Casillas ,  Alonso ,  Bale ...TODOS!!! Que grande el  Real Madrid !!!!  @HalaMadrid",P
Donde estan  los que dijeron  que como  cristiano  no jugaria estaban perdidos JAAAA CAMPEONES  SON CAMPEONES...?,N
Campeoneeeesss de la  copa del reyyyyy !!!! HALA  MADRID !!!!!!!! 2-1 ?,P
Premio de consolación a los del  Barça  jajajaj  vaya caras  te entierro nos traen.,N
"Real Madrid  siempre,  Real Madrid   hasta la muerte ?",P
"Tiiiira la copa,  Ramos  tira la copa, tira la cooooopa,  Ramos  tira la copa",N
Miedo me da que  Ramos  coja la copa de nuevo jajaja,N
Messi  tiene fiebre de tanto correr http://t.co/TDodMYtmSO,NEU
"Del cielo al infierno en 60 seg, que hubiera sido de ese palo. .  Martino  estas mas afuera que adentro..",N
"Merecido triunfo del  Real Madrid . Junto al  Bayern , único equipo de Europa con posibilidad de lograr el  triplete .",P
El gran  Puyol  se retirará sin ningún título.,P
El heroe del  barça  hoy fue  Bartra  excelente.,P
@ArielLeguizamon Nunca entendi por que el  Tata  nunca contrato  jugadores  de su agrado e identidad de su juego.,N
"Vídeo  |  Di María  bate a  Pinto  y pone al  Real Madrid  por delante frente al  Barça  (0-1): Gran jugada al contraataque de los  blancos , qu...",NEU
@AdrianTejido: HALA  MADRID ! Enorme  BALE  en un  partido  donde tenia que demostrar para lo que ha venido.GRANDIOSO  MADRID !,P
@Monchomartinez:  Casillas  es como Juan Gabriel..agradecido con el palo JAJAjAJAJAJAJAJAJAJA,N
"Felicidades al  madrid , orgulloso  del  barça  y de sus  jugadores  q nos han dado mas de 15 titulis estos años",P
"Sergio Ramos  lleva una bandera de Andalucía y no pasa nada, y alguien del  barsa  lleva una de Cataluña y todos pierden la cabeza...",NEU
Ramos  tu las manitas quietas vale? ?,N
Que no se podia ganar sin  Cristiano ? XUPEN???,NEU
Que careti tiene  messi  ahora jajajajaja.,N
Y sin  Cristiano  #digonomas.,N
"yo me quedo con:  Bale ,  Modric ,  Carvajal ,  Coentrao ,  Alonso  y por supuesto  SAN IKER",P
Martino !!! Quédate muchos años en el  Barça  porfa!!! Jajajaja,N
@pabloglez8 La actitud de  Messi  es insultante eh...,N
Monólogo de un  madridista  a un  culé  @fabio_fermin    @HalaMadrid  http://t.co/qAjq7knyuV,P
Tenemos  lo que merecemos . Hala  Madrid .,P
"Perdimos, pero siempre seremos los Mejores??  Barça   de Corazon ???  @ViscaBarca   @TotsUnitsFemForca  http://t.co/95PQBTvpn1",P
""" Carvajal : """"Este  partido  es una inyección de moral"""" ¡A LAS 23:44 TODO en  @ElChiringuitoDeNitro !""",P
"Comparaciones odiosas entre Bolt y  Bale  en 3,2,1...",P
Casillas  levamta otro trofeo mas,P
Y la pregunta que todos nos hacemos ahora es: ¿Cogera en algun momento  Sergio Ramos  el trofeo de la  Copa del Rey ?,N
Hueles que os llevais la  copa  si juega  Valdes ...,P
"Pues nada, una época dorada llega a su fin!!! Enhorabuena a los  madridistas  que están todo el año, no a los que salen sólo hoy.",P
Buag que grande eres  @SergioRamos .,P
Una final de  copa del rey española  con calidad de primera división guatemalteca.,N
"Hala  Madrid  vs Bizca  Barca   no sean tan hijueputamente montañeros, guisos de mierda, peleando por equipos extranjeros.",P
En fin!  Campeones de Copa 2014 ! Un año mas  orgulloso  de apoyarte a muerte!  En las buenas y en las malas   @HALAMADRID   @CAMPEONESCOPA2014,P
vamos ostiaaaa!!! hala  madrid !!! campeones!!!  @CopaDelRey,P
"Los del barça  cuidado no os atraganteis con la  envidia  ,despacioo",N
"Clin, clin clin! Bet365 sonando muy rico... Y enhorabuena a los  madridistas  de bien!",P
Unos  chicos muy animosos  decorando la carpa del  Real Madrid  en Valencia. http://t.co/xFfBJyUbqD,P
"'A falta de 35 dias para acabar la temporada seguimos vivos en las tres competiciones'   Tata Martino , campeón",N
"@GarethBale11  dejando a tras todos los malos comentarios, literal!! Querian que apareciera en  partidos importantes ? Ahi esta #Crack",P
"¿ha prohibido ya,  Cristina Cifuentes , la celebración en Ciberespacio?  @finalcopadelrey",N
"Hoy creo que  Messi  ha corrido menos que  Pinto ,  Pinto  le gana por la subida al corner",N
"@Gusocalderon se les fue el internet, x cierto para q oirlos si desprecian  la unica copa q podian ganar!!! Jajaja  @HalaMadrid",P
"Si  Bale  marca esos goles con hernia, me pido dos.",P
Enfocan más ahora a  Messi  que en todo el  partido,NEU
@FCBarcelona_es: El  Barça  no puede superar a un  Madrid  que se lleva la  Copa  tras un  partido vibrante   @FinalCopaFCB  :(,N
"El que mas pena me da, el unico mejor dicho, es  Pinto .",P
"En semana y media el  FARSA  perdio la  champions , la  liga BBVA  y la  copa del rey  ahora quienes son los mediocres jajaja",N
"Avui més que mai, visca el  Barça  i visca  Catalunya  lliure ?? ||*||",P
"""@Karry1990 No sé que  partido  has visto tú, pero el Topor ha tenido más cantadas que aciertos. Yo soy del  Real Madrid , no de  Casillas  ;)""",NEU
"Me alegro de que haya ganado el  Madrid , no pueden ganar la  Copa del Rey   los que pitan el himno de su país .  @enhorabuenamadridistas",P
Madridista  por SIEMPRE! ????  @HalaMadrid,P
Neta Pinto  sería  suplente  del  arquero  del descendido atlante. Que asco.,N
"Una final sin estrellas,  ni  Cristiano  ni  Messi  han disputado el  partido",N
@castro7_oficial a  ramos  le van a dar la de plastico jaja,N
"Y si señores el herniao, el paraplegico,  el fraude  Gareth Bale  nos da la  copa del rey ! #comonotevoyaquerer  @HalaMadrid",N
@MVPCopa   Todos y cada uno de ellos  @HalaMadrid,P
"Busquets ,  me la chupas ?",N
"El lado positivo para los chilenos es q  Alexis  nunca estuvo d titular en los  partidos importantes  del  barsa  y que por lo de más, los perdió.",N
Rey solo hay uno.  Real Madrid . Que gustó ver a  casillas  levantar el trofeo?,P
Sergio ramos  buscando un capote para dar unos lances,P
El  @MvpCopa  es  @Bale   http://t.co/u3P2LWQicF vía @rtve,P
No le den la copa a  Ramos ...,N
"Se puede perder o ganar, pero acá se perdió mas q un  partido ,se perdió un estilo,una identidad.  @Barça   @CopaDelRey , las viudas de  @Guardiola",NEU
Vengo a un  club  ganador  Neymar . Jajajajaja,P
@FinalCopa  En semana santa y con el  santo  en la portería no se podía escapar la copa!,NEU
Reflexión... messi  ha jugado y  cristiano  no.mmy se ha visto mas a  cristiano  en las gradas que a  messi  en el  partido !! Jaja,P
"Ramos ,  capitan  querido, a ver si este año no te cargas la copa, que nos ha costao 3 años conseguir otra",N
""" Casillas : Quiero mandar un MENSAJE DE ÁNIMO a  Jesé . Esta victoria va por ti. ERES UN FENÓMENO""""  @ElChiringuitoDeNitro """" qué grande eres  iker """,P
Grande  gareth bale   partidazo  tambn de  ramos   Pepe   isco   benzema  y como no  di maria,P
@MoretzFever  @realmadrid   @FCBarcelona  Pero es que podían ganar nada we ay andas de hablador salando a tu equipo AAA :( madres we neta,NEU
Aunqe no alla ganado este año la  copa del rey  segira siendo el mejor  eqipo   @ViscaBar ¢a,P
Felicidades  madridistas !Os lo habéis merecido,P
"Como le rompen los huevos a  Messi , dejenlo tranquilo culiado",N
HALA  MADRID !!!!! Hasta el final vamos  Real  http://t.co/9Iuu9zwqrb,P
Que grande  con las banderas de España y Andalucía...un ídolo sin duda  @SergioRamos,P
@lorenita_00_ sabes que fue  pinto,NEU
@GuilleEgea7 y  messi  y el  tata,NEU
Y este es el dilema del  barça  La  DEFENSA !!!!pero no pasa nada Bisça  Barça !!!!!!,N
"Para  todos que decían  que  bale  demasiado caro,pues ahí lo tenéis dando la copa al  Madrid   @HalaMadrid",N
Muy  orgullosa  de cada uno de nuestros jugadores.  Partidazo . Han dejado todo en el campo como debe ser. Hala  Madrid  (Hijos de puta),P
Casillas  eres lo más grande !,P
Yo sólo quiero casarme con  isco ?,P
Un saludo para  aquellos que hablan  de los 100 millones que costo  BALE   @CopaDelRey    @MadridCampeon,N
Y yo me pregunto que hace el  tata  todavia en el  barsa ? #patetico .,N
Parece que jode menos perder ante el  Madrid  cuando no juega  cristiano .,P
Que loco el  pinto  jajajajJajaja,N
"Mira a ver  sergio ramos , a ver si esta no la tiras",N
"@maartaloka10: Asi como #dato , por que a todos os gusta  bale  ahora ?   patéticos  que soooooois joderr",P
@realmadrid  se la comieron  muchachos ?,N
@carliitosRamos jaja  buen partido ? si  somos unos mierdas  q no corren una mierda los de  barça  ni defienden no como el  madrid,N
Hala  Madrid !! Dadme Rt y Fav si  sois del Madrid !!! que alegria de  equipazo  joder  bale  el mejorrr .,P
"@HalaMadrid  Campeones de la  Copa del Rey  Papaa?, Perdedores del  barca  en 3 2 1..",P
El  tata  cuando llegue al  barcelona  lo van a esperar con una punto 50,N
Con ustedes  @FCBarcelona  hasta el finallll visca  barca  ????,P
"Madridistas  estareis contentos ee, 4 copas en 6 años #Calité",P
Un equipo q deje a su mer jugador ( alexis sánchez ) en el banco dudo q gane. @giraltpablo @JPVarsky,P
"La única opción que tiene el  Barcelona  de ganar un título en el 2014, depende del  Madrid  #jijijiji.",NEU
Joda es la hora y no creo el pique de  BALE  jaja Arajo  cule  de bala valee Literal jaja,NEU
Que alegría cuando me dijeron:  REAL MADRID  Campeón...,P
"Los  Cules  sin  copa del rey , sin  Champions  y  tercerones en la Liga ....",N
Yo todavia me sigo  riendo  de todos los que decian que  bale  no servia para nada jajajaja,P
"Venga  Catalanes  que la  Copa de SM el Rey  se queda en España, ahora a estar  calladitos  que se os da muy bien cuando perdéis??  @HalaMadrid  ???",N
Sin  penal  o  expulsión  el  Barça  no gana,NEU
@camiloguzman99 que va siempre sale  fabregas  de  titular  y retrasa al  equipo .,P
Creo que más  orgullosa  no puedo estar de vosotros  @realmadrid  .,P
"Ale a apechugar y seguir adelante,que un  partido  no demuestra nada,el  barça  es el mejor punto.",NEU
Ah pero hubiera sido  Pepe !! Lo sancionan !!  Dany Alvez ....,N
@josecdiez a un  barça  con una PA-TATA,N
El  Barça  se queda en el campo otros ya estarian en el autobus.,N
Y x favor afuera el  Tata  y con el q se vaya  Alves  tamb ya no es jugador para el  Barcelona !!,N
Y otra vez se volverá a repetir ver a  Iker  levantar la copa  @HalaMadrid,NEU
Yo solo pido algo:   @quenoledenlacopaaRamos    @FinalCopaDelRey   @barcarealtv,N
Es para  Messi  que lo mira por TV,N
"Mala ahí el  barcelona , pero que GOLAZO de  Gareth Bale  Sarpadooo !!!",N
No se xk se kitan la medalla de subcampeones los del  Barcelona ??,N
"""<<<<<<<<< Siempre creyó en el  Real Madrid .""",P
A ver si  Ramos  no se carga la copa esta vez,N
"Te dejas la garganta  chillando, yo ya no puedo estar más  orgullosa  aunque pierdan!  @ViscaElBarcaHastaLaMuerte    @FCBarcelona",P
"Carvajal  le pone mas huevos que todo el  barça  junto, que hombre",P
¡ Messi  a corrido lo mismo que  Bale  en el gol! #SeAGanadoElSueldoHoy,N
Pitando el himno español  en una final de la  Copa del Rey ? Pero qué coño  os habéis creido ? A chuparla,N
Tata martino  gracias  @FCBarcelona_es   @FCBarcelona  por seguir metiendo a  Neymar  y a  cesc ! El peor  entrenador  en años,N
Me da a mi que el  Barça  este año naaaa de naaa. jajajaja,N
"Cristiano  no ha jugado, y  messi ?",N
"Madrid  gana a  Barcelona  en fútbol, ahora sólo falta que le gane en educación, seguridad y salud  -Un chairo español",N
Ojalá  Argentina  quede eliminada en la fase de grupos. Es una vergüenza el final de temporada que está haciendo  Messi  andando.,N
Cuando no esta  Cristianó Ronaldo  es  Bale  el encargado de resolver  partidos  eso es un  equipazo,N
"Que excelente  clásico  nos dejan siempre  Real Madrid  y  Barcelona , sacando la rivalidad y demás, hay que disfrutar de tremendos  equipos .",P
"@migueln55  ahora a pitar, que somos campeones  @HalaMadrid   Miguel",P
¡HALA  MADRID ! Campeones de la ' Copa del Rey ',P
"""A Todos Los  BArcelonistas  aki esta la  copa del Rey  Primero Dios la  liga  y la  Champions   HdP .      Hala  Madrid  <3 http://t.co/CBhjszmolr""",N
"Me da risa esos que  amaban  a  bartra  cuando hizo el gol, ahora como lo dejaron botado lo  odian , malditos pajuos.",P
Ya quiero que  Casillas  levante la copa!,P
Hoy mi orgullo es de  color blanco ! HALA  MADRID  http://t.co/gRnRn8b05B,P
@CopaDelreyFinal  tomaaaaaaaaaasaaa  @FCBtv   @FCBarcelona_es   @FCBarcelona_cat  iros a tomar por donde ya sabéis,NEU
@walterValleA jajajajaj a dar unos drifts allí  @halamadrid  jajaja,P
"Eliminado de  Champions , pierde la final de la  @CopaDelRey  contra el odiado  rival  y peligrando en la  liga . Fuera el  Tata  del  @FCBarcelona _es",N
"""@LauraMOUdrid24  @GarethBale11  No van a ser para el """"santo""""""",NEU
"Grande mi  Real Madrid , orgullosisima estoy! Os lo habéis currado ????",P
"Porque los  aficionados  no pueden bajarse del carro? Si total, la mitad de la  plantilla  del  barça  ha desertado.",N
"Bueno  Puyol ,  Iniesta  y  Xavi . Los únicos que valen. A la mierda los demás.",P
"Hasta el final, vamos  @realmadrid",P
Poco se habla del  partidazo  que ha hecho  Carvajal,P
Madrid  campeón  hala  Madrid  vayan a independizar a otro lado  catalanes,P
"Y con dos cojones y la cabeza alta, están ahí en el campo aun todos nuestros jugadores. Grande  Barça",P
Y la  copa  se queda en ESPAÑA!  @HalaMadrid,NEU
"Ganar una  copa del rey  es la hostia pero ganársela a los  payasos ,  piscineros  y  tramposos  de los  culés  es lo mejor del mundo!! :))",P
Solo un milagro necesita el  Barcelona  para ganar la  Liga . Pero los milagros existen.,P
"@tiaguito_marino Es el  real madrid  amigo , el mejor de toda europa , siempre lo dije y lo voy a decir , el  barca  es una moda nada mas!",P
honestamente  excelente partido  para mi la jugada del titulo el golazo de  bale  otro se hubiera caido y este no siguio le puso riñones y gol.,P
@El_Padrinator: Este año al  Barça  le tocó ser Barcebollitas. Megatweet!!,N
La  Guardia Civil  multa a  Bale  por exceso de velocidad. Llaman a  Bartra  como principal testigo.  @realmadrid,NEU
"""De parte de una  atlética  de corazón mi enhorabuena para los  madridistas , ante todo  deportividad  y felicitar al campeón ;).""",P
lloveran las criticas a  Messi  #QuePena,P
Ramos  esta listo para volver mierda la copa! #atentos,N
"Como se sabe ganar,hay que saber perder ,el  Madrid  fue superior,se lo merecían,felicidades a todos los  madridistas !!",P
La cama que le está haciendo  Iniesta  a  Martino  es evidente.,N
Felicitaciones al  Real Madrid  por su triunfo en la  @FinalCopaDelRey   @MessiSiempreElMejor,P
Q grandeza el  Real Madrid  Campeoneeessss carajoooo  @HalaMadrid   @RealMadrid  #Campeones,P
CAMPEONES!!! HALA  MADRID !!! Este año el  barsa  ni  liga  ni  copa  ni  champions  jaja y encima le ganamos en los ultimos minutos asi es como duele,P
Ojala se le vuelva a caer la copa a  Ramos .,N
Poco se va a hablar de  Carvajal ...,P
"Desde Barcelona, disfrutando de la victoria del  Madrid  insuperable",P
"Ramos ,no cogas la copa,porfavor jjajaja",N
Yo no he visto el  partido  ya que no soy muy de fútbol pero me alegro que haya ganado el  @RealMadrid  OLE  @FinalCopaDelRey,NEU
"Que viva España, el  Real Madrid  y la madre que pario a  Bale  ??????????????????????",P
"No todos los  cules  somos  catalanes  , ni  indenpendentistas .... Canvio Radical para el  Barça  ja ! Sempre  Blaugrana  !",NEU
"El atlante perdiendo ante uno de los grandes, son subcampones de la  copa del rey ...no se merecía el descenso",NEU
Messi  y  Neymar  acaban la  pretemporada  y piensan en  Brasil ...,NEU
Campeon de la  @CopaDelRey  el  @realmadrid,P
"Como  estos no se creen españoles , pues mira no los dejamos ganar la  Copa de su majestad el rey   @HalaMadrid   @FinalCopaDelRey  ? ?",N
Si  Messi  hubiera corrido y no se dedicara a caminar por el campo no se yo si esto hubiera acabado así... mientras tanto.... HALA  MADRID !!,N
Carvajal  tremendo!!!!!  Increíble el partido !!! Igual  pepe  e  iker  y su santo!!!!!,P
"Cristiano  hace 3 años, ahora  Bale ..presente y futuro, nada más que decir",N
No le vayan a dar la copa a  sergio ramos,N
Las cosas como son. El 2-1 es un milagro con esta  defensa . Enhorabuena  madridistas,N
@GarethBale11  quiero un hijo tuyo,P
Parezco  madridista  ahora mismo pero que no .. yo soy  valencianista  lmao,P
Gano el mejor no hay duda de eso. Que  Messi  no juegue mas en  liga  así llega bien al  mundial  ya que pareciera que eso es lo que busca.,NEU
hey repitan el juego que  messi  se que en  barcelonaaa,N
enhorabuena a los  aficionados  al  @realmadrid  merecido ganador de la  Copa del Generalísimo  y del  @FCBarcelona _es mejor no hablar en caliente,P
Campeón  Madrid  Campeón... Y sin  CR7   @HalaMadrid,P
"""Ooooooh si!! Ganó el mejor equipo,HALA  MADRID <3  @RealMadridCampeóndelaCopadelRey """,P
"A todos  aquellos que criticaron  a  @GarethBale11  , que  dudaron de el  y  nunca creyeron . Comed  polla galesa .",N
@a_lo_gonzo: Ahora empieza lo bueno.  Marcelo  y  Coentrao  de fiesta en Valencia.@xerx29,NEU
"@rodolfolanderos @fcbarcelona_es Haber sí no dicen que el césped, el  arbitraje  fueron factor Rodo. Se les ganó bien  @HalaMadrid",NEU
Ramos  tiene una segunda oportunidad para enseñar la copa a la  aficion  xD Enhorabuena  merengues !!,P
"@marsalvadordiaz @Di_Moreno21 @isaac_padron Si tuvieramos un 2  portero  normal, el  barça  hubiese ganado 1-0... @AlvesVeteYa",N
Que grande es mi  REAL MADRID !!!! ? ? tomeeenlaaaa hp!,P
@FCBarcelona _es  Por cierto.¿A que hora juega el  barca  la semana que viene la  champions ? Aaa noo que está eliminadoo,N
Ganó el mejor. Golazo de  Bale .  Iker  no será el mejor pero es especial.  Real Madrid  Campeón.  @FinalCopaDelRey,P
Y ganó el mejor.  @SergioRamos,P
#dato  pinto  a corrido mas corriendo a rematar que  messi  en todo el  partido,P
Lo que  me da la risa  es que hasta cuando  cristiano  no juega lo critican,P
Neta me parte ver las caras tristes de todo  Barça   me parte el alma  :'(,N
Campeones campeones ole ole ole ¡!!!! partidazo  táctico y que corrida la de  BALE   Hala  Madrid !!!!,P
"""El Rey cuando van pasando los del  Barça : """"Lo siento mucho,  toma . Lo siento mucho,  toma ""  @FinalCopaDelRey",NEU
Los  madridistas  de corazón lloramos la derrota en la  liga  pero hoy disfrutamos la victoria en la  copa !  @HalaMadrid  A HUEVO!,P
"@Javi_mg7, el  Barça  ha jugado con diez y lo habéis aprovechado,enhorabuena. @ElenaLopez_21 otra vez será. SEMPRE VISÇA  BARÇA !!",N
"Los hombres del  partido  para mí  Di María  y  Gareth Bale , como han tirado del  ataque . Grandes  Modric   Isco  y  Xabi . Y de 10 la  defensa .",NEU
"Esta temporada no ha sido la nuestra,  no pasa nada . Llevamos al  Barça  en las venas.",P
Hahahaha la cara de  messi  csm jajajajjaja,N
"""Mi novia @agudavoice  quiere que la ame, pero yo le dije que tenía que correr como  Bale . Jajaja <3""",P
Foto  | ¿Hubo agresión de  Pepe  a  Neymar  en la final de  Copa ?:  Pepe  y  Neymar  han visto la tarjeta amarilla tras ... http://t.co/8R6Zn7yEGv,NEU
Pinto  debería porterear con sotana... http://t.co/WVZAK8r27P,N
Alves  échate unos bailes loco,P
